GOBIERNO,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,715841,"CONTRATACION DEL SERVICIO INTEGRAL PARA EL PROTOCOLO DE RECEPCION, SUPERVISION",12. Adjudicación Directa Nacional Simplificada LAASSP,SA-011C00999-N145-2014,,2014-11-14 13:55,2014-11-14 14:00,Nacional,Servicios,Adjudicación Directa Federal,,660744,"CONTRATACION DEL SERVICIO INTEGRAL PARA EL PROTOCOLO DE RECEPCION, SUPERVISION",2014-11-15,2014-12-18,5170740.8,MXN,Expirado,No,,,,2014-11-15 00:00:00 GMT,0,0,0,,Pequeña,"INTEGRACIÓN DE EVENTOS Y CONVENCIONES, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483086
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716762,IMPRESIÓN Y DE GUÍAS Y CUADERNILLOS PARA LOS DOCENTES QUE PARTICIPARAN EN TALLER,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N156-2014,,2014-11-14 22:30,2014-11-15 14:15,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,665958, IMPRESIÓN Y DE GUÍAS Y CUADERNILLOS PARA LOS DOCENTES QUE PARTICIPARAN EN TALLER,2014-11-15,2014-11-22,385415.8,MXN,Expirado,No,,,,2014-11-15 00:00:00 GMT,0,0,0,,Pequeña,EK EDITORES SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483754
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,715084,Servicio de Mantenimiento del Inmueble Ubicado en Prolongación Cuauhtémoc S/N,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N144-2014,,2014-11-12 18:38,2014-11-14 14:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,660743,Servicio de Mantenimiento del Inmueble Ubicado en Prolongación Cuauhtémoc S/N,2014-11-15,2014-11-22,360314,MXN,Expirado,No,,,,2014-11-15 00:00:00 GMT,0,0,0,,Pequeña,"EXOSAT INDUSTRIAL, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=482592
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,717242,"ADQUISICIÓN DE TELEVISORES, REPODUCTOR DVD Y ANTENA DE RECEPCIÓN",07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N167-2014,,2014-11-15 09:59,2014-11-15 10:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662192,ADQUISICIÓN DE ANTENA DE RECEPCIÓN ,2014-11-15,2014-12-08,11379.28,MXN,Terminado,No,,,,,0,0,0,,Micro,EXPO DAVID SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=484036
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,717242,"ADQUISICIÓN DE TELEVISORES, REPODUCTOR DVD Y ANTENA DE RECEPCIÓN",07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N167-2014,,2014-11-15 09:59,2014-11-15 10:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662191,"ADQUISICIÓN DE TELEVISORES, REPODUCTOR DVD",2014-11-15,2014-12-08,372789.12,MXN,Expirado,No,,,,,0,0,0,,Micro,EXPO DAVID SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=484036
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,717273,TALLER DE TUTORIA ACADEMICA PERSONALIZADA PARA EL DESARROLLO DE HABILIDADES DE A,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N168-2014,,2014-11-15 14:37,2014-11-15 15:10,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,661207,TALLER DE TUTORIA ACADEMICA PERSONALIZADA PARA EL DESARROLLO DE HABILIDADES DE A ,2014-11-15,2014-12-02,252700,MXN,Expirado,No,,,,2014-11-15 00:00:00 GMT,0,0,0,,Pequeña,"REDES DE TUTORIA, S.C",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=484044
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716969,ADQUISICIÓN DE BANDERAS REQUERIDAS PARA EL PROGRAMA FORTALECIMIENTO A LA IDENTID,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N165-2014,,2014-11-14 22:10,2014-11-15 16:15,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662158,ADQUISICIÓN DE BANDERAS REQUERIDAS PARA EL PROGRAMA FORTALECIMIENTO A LA IDENTID ,2014-11-14,2014-11-18,37620,MXN,Expirado,No,,,,,0,0,0,,Micro,CARLOS CADENA GARCIA,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483878
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716182,Adquisición de Herramientas Menores para el Programa para la Inclusión y la Equi,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N149-2014,,2014-11-13 18:49,2014-11-14 12:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662101,Adquisición de Herramientas Menores para el Programa para la Inclusión y la Equi ,2014-11-14,2014-12-01,35978.58,MXN,Expirado,No,,,,,0,0,0,,Micro,GEORGINA VANESSA SAN VICENTE AVILA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=484020
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716958,"ADQUISICION DE CHALECOS, PLAYERAS, PANTALONES Y CAMISAS",07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N163-2014,,2014-11-14 22:11,2014-11-15 15:40,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662135,"ADQUISICION DE CHALECOS, PLAYERAS, PANTALONES Y CAMISAS ",2014-11-14,2014-11-21,56033,MXN,Expirado,No,,,,,0,0,0,,Micro,RAUL CISNEROS PEGUERO,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483871
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716976,ADQUISICION DE ARTICULOS PARA LA REPARACION MENOR DE LOS PLANTELES EDUCATIVOS ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N164-2014,,2014-11-15 14:34,2014-11-15 15:50,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,661824,ADQUISICION DE ARTICULOS PARA LA REPARACION MENOR DE LOS PLANTELES EDUCATIVOS ,2014-11-14,2014-12-31,243140.52,MXN,Expirado,No,,,,,0,0,0,,Micro,ALEJANDRO RICARDO PAREDES GARRIDO,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483874
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,715864,"Adquisición de Productos Minerales, No  Metálicos ",07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N155-2014,,2014-11-14 13:27,2014-11-14 14:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662068,"Adquisición de Productos Minerales, No Metálicos ",2014-11-14,2014-12-31,310228.45,MXN,Expirado,No,,,,,0,0,0,,Micro,"PROYECTOS INTEGRALES SILMEN, S. DE R.L. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483736
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716794,ADQUISICIÓN DE INSUMOS DE CAFETERÍA,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N157-2014,,2014-11-15 19:07,2014-11-15 20:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662129,ADQUISICIÓN DE INSUMOS DE CAFETERÍA ,2014-11-14,2014-11-24,388893.72,MXN,Expirado,No,,,,,0,0,0,,Micro,RAUL CISNEROS PEGUERO,Micro,Habilitado,PoC,
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716843,ADQUISICIÓN DE MATERIALES DE PAPELERÍA NECESARIOS PARA LOS TALLERES,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N160-2014,,2014-11-14 22:22,2014-11-15 14:35,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662031,- ADQUISICIÓN DE MATERIALES DE PAPELERÍA NECESARIOS PARA LOS TALLERES ,2014-11-14,2014-11-24,388611.5,MXN,Expirado,No,,,,,0,0,0,,Micro,JUDITH DAMARIS HARRIS,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483814
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716528,CONTRATACION DEL SERVICIO DE ASESORIA PARA LA ACTUALIZACION DE LA GUIA OPERATIVA,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N152-2014,,2014-11-15 19:11,2014-11-15 20:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,660911,CONTRATACION DEL SERVICIO DE ASESORIA PARA LA ACTUALIZACION DE LA GUIA OPERATIVA,2014-11-14,2014-12-15,345000,MXN,Expirado,No,,,,2014-11-14 00:00:00 GMT,0,0,0,,Micro,MARIA JUANA ACEVEDO FRIAS,,Habilitado,UC,
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716132,ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS DE CAFETERÍA,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N147-2014,,2014-11-14 22:52,2014-11-15 11:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662173,ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS DE CAFETERÍA ,2014-11-14,2014-11-24,57421.45,MXN,Expirado,No,,,,,0,0,0,,Micro,AIDA ALEJANDRA GARCIA MARTINEZ,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483294
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716142,ADQUISICIÓN DE UTENSILIOS PARA EL SERVICIO DE ALIMENTACIÓN,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N148-2014,,2014-11-14 22:51,2014-11-15 11:30,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662147,ADQUISICIÓN DE UTENSILIOS PARA EL SERVICIO DE ALIMENTACIÓN ,2014-11-14,2014-11-18,46445,MXN,Expirado,No,,,,,0,0,0,,Micro,RAUL CISNEROS PEGUERO,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483300
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,713702,CONTRATACIÓN DEL SERVICIO DE IMPRESIÓN DE CARTELES PARALA PREINSCRIPCIÓN DE ALUM,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N138-2014,,2014-11-12 18:44,2014-11-13 12:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,660737,CONTRATACIÓN DEL SERVICIO DE IMPRESIÓN DE CARTELES PARALA PREINSCRIPCIÓN DE ALUM ,2014-11-14,2014-11-21,166400,MXN,Expirado,No,,,,2014-11-14 00:00:00 GMT,0,0,0,,Pequeña,"GESTELA EDICIONES, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=481603
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,705747,ADQUISICION DE PINTURAS Y SELLADORES PARA EL MANTENIMIENTO MENOR A LOS INMUEBLES,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N127-2014,,2014-11-12 19:16,2014-11-13 11:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662125,ADQUISICION DE PINTURAS Y SELLADORES PARA EL MANTENIMIENTO MENOR A LOS INMUEBLES ,2014-11-14,2014-12-31,389000,MXN,Expirado,No,,,,,0,0,0,,Micro,ALEJANDRO RICARDO PAREDES GARRIDO,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=476053
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,716120,ADQUISICIÓN DE MATERIALES Y ÚTILES DE OFICINA,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N146-2014,,2014-11-14 22:54,2014-11-15 15:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,662174,ADQUISICIÓN DE MATERIALES Y ÚTILES DE OFICINA ,2014-11-14,2014-11-24,103107.3,MXN,Expirado,No,,,,,0,0,0,,Pequeña,GRUPO DISCOMMYT SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=483285
