GOBIERNO,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,434282,ADQUISICIÓN DE DIVERSOS MATERIALES PARA EL MANTENIMIENTO DE LOS SANITARIOS ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N113-2013,,,2013-10-24 00:00:00 GMT,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,485573,ADQUISICIÓN DE DIVERSOS MATERIALES PARA EL MANTENIMIENTO DE LOS SANITARIOS ,2013-10-24,2013-11-14,21685.7,MXN,Expirado,No,,,,,0,0,0,,Micro,"TLAPALERÍA Y FERRETERÍA TENAYO, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=285688
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,471741,CONTRATACION DEL PROGRAMA TALLER DE CONTABILIDAD GUBERNAMENTAL DEL OIC,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N179-2013,,,2013-10-10 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,462101,TALLER DE CONTABILIDAD GUBERNAMENTAL DEL OIC,2013-10-17,2013-11-06,45000,MXN,Expirado,No,,,,,0,0,0,,Pequeña,FUNDACION DE INVESTIGACION PARA EL DESARROLLO PROFESIONAL SC,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=310426
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,449192,ADQUISICION CONSOLIDADA DE UNIFORMES ESCOLARES Y DEPORTIVOS,01. Licitación Pública Nacional LAASSP,LA-011C00999-N135-2013,2013-10-07 00:00:00 GMT,2013-09-19 13:55,2013-10-02 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,492502,ADQUISICION CONSOLIDADA DE UNIFORMES ESCOLARES Y DEPORTIVOS ,2013-10-07,2013-10-30,321808,MXN,Expirado,No,,,,,0,0,0,,Pequeña,GRUPO EMPRESARIAL DZMUNDY SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=295717
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,449192,ADQUISICION CONSOLIDADA DE UNIFORMES ESCOLARES Y DEPORTIVOS,01. Licitación Pública Nacional LAASSP,LA-011C00999-N135-2013,2013-10-07 00:00:00 GMT,2013-09-19 13:55,2013-10-02 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,492501,ADQUISICION CONSOLIDADA DE UNIFORMES ESCOLARES Y DEPORTIVOS ,2013-10-07,2013-10-30,211810.5,MXN,Expirado,No,,,,,0,0,0,,Pequeña,COMERCIALIZADORA SEDARI SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=295717
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,449192,ADQUISICION CONSOLIDADA DE UNIFORMES ESCOLARES Y DEPORTIVOS,01. Licitación Pública Nacional LAASSP,LA-011C00999-N135-2013,2013-10-07 00:00:00 GMT,2013-09-19 13:55,2013-10-02 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,492457,ADQUISICION CONSOLIDADA DE UNIFORMES ESCOLARES Y DEPORTIVOS ,2013-10-07,2013-10-30,1925083.25,MXN,Expirado,No,,,,,0,0,0,,Pequeña,COMERCIALIZADORA SEDARI SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=295717
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,449192,ADQUISICION CONSOLIDADA DE UNIFORMES ESCOLARES Y DEPORTIVOS,01. Licitación Pública Nacional LAASSP,LA-011C00999-N135-2013,2013-10-07 00:00:00 GMT,2013-09-19 13:55,2013-10-02 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,492456,ADQUISICION CONSOLIDADA DE UNIFORMES ESCOLARES Y DEPORTIVOS ,2013-10-07,2013-10-30,2966288.18,MXN,Expirado,No,,,,,0,0,0,,Pequeña,GRUPO EMPRESARIAL DZMUNDY SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=295717
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,449432,CURSO SEMINARIO PLANEACIÓN Y EJECUCIÓN DE PROYECTOS,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N136-2013,,,2013-09-06 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,486955,CURSO SEMINARIO PLANEACIÓN Y EJECUCIÓN DE PROYECTOS ,2013-10-04,2013-11-08,156500,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=295903
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,445315,CURSO DE DESARROLLO DE HABILIDADES EJECUTIVAS PARA SERVIDORES PÚBLICOS ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N132-2013,,,2013-08-29 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,486976,CURSO DE DESARROLLO DE HABILIDADES EJECUTIVAS PARA SERVIDORES PÚBLICOS,2013-10-03,2013-11-08,130000,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,UNIVERSIDAD IBEROAMERICANA AC,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=292985
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,443520,CURSO DE CAPACITACIÓN CON FINES DE DESARROLLO EN ADMINISTRACIÓN DE PROYECTOS ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N128-2013,,,2013-08-27 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,486998,CURSO DE CAPACITACIÓN CON FINES DE DESARROLLO EN ADMINISTRACIÓN DE PROYECTOS ,2013-09-19,2013-10-25,288000,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=291772
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,443541,CURSO DE CAPACITACIÓN EN MATERIA DE GESTIÓN DEL TALENTO HUMANO Y GESTIÓN DEL,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N129-2013,,,2013-08-27 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,486991,CURSO DE CAPACITACIÓN EN MATERIA DE GESTIÓN DEL TALENTO HUMANO Y GESTIÓN DEL CAMBIO,2013-09-19,2013-10-28,136000,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,CENTROS CULTURALES DE MEXICO AC,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=291781
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,430749,Adquisición de Utensilios para el Servicio de Alimentación,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N108-2013,2013-09-11 00:00:00 GMT,2013-08-30 09:56,2013-09-09 10:00,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,484156,ADQUISICION DE UTENSILIOS PARA EL SERVICIO DE ALIMENTACIÓN,2013-09-13,2013-09-30,476574.25,MXN,Expirado,No,,,,,0,0,0,,Micro,ERANDY ELIZABETH CEPEDA REYES,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=294391
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,447759,CONTRACION DE SERVICIOS DE CAPACITACION DE ALTA DIRECION,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N134-2013,2013-09-12 00:00:00 GMT,2013-09-10 17:44,2013-09-10 17:45,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Mixta,381755,CAPACITACION ALTA DIRECCIÓN,2013-09-12,2013-10-31,1360000,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,SOCIEDAD  PANAMERICANA DE ESTUDIOS EMPRESARIALES AC,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=294775
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,428810,SERVICIO DEL SUMINISTRO Y COLOCACIÓN DE PELICULA REFLECTIVA,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N103-2013,,,2013-09-12 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,483544,SERVICIO DEL SUMINISTRO Y COLOCACIÓN DE PELICULA REFLECTIVA,2013-09-12,2013-09-22,234236.94,MXN,Expirado,No,,,,,0,0,0,,Micro,CASA CONSTRUCTORA LOMA DE CANTERA S. DE R.L.,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=282075
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,433197,CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A INTERRUPTOR,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N109-2013,,,2013-08-08 00:00:00 GMT,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,484162,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL INTERRUPTOR ELECTROMAGNÉTICO TIPO MARTER PAC FPE (FEDERAL PACIFIC),2013-09-08,2013-09-13,129051,MXN,Expirado,No,,,,,0,0,0,,Micro,CORPORATIVO DESCI SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=371236
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,442794,"ADQUISICIÓN DE HOJAS DE TRIPLAY Y BARROTES DE 4"" X 4""",07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N127-2013,,,2013-08-26 00:00:00 GMT,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,487005,"ADQUISICIÓN DE HOJAS DE TRIPLAY Y BARROTES DE 4"" X 4"" ",2013-08-30,2013-09-06,63800,MXN,Expirado,No,,,,,0,0,0,,Micro,ERNESTO DÍAZ LÓPEZ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=291281
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,445292,CONTRATACION DE EVENTO DENOMINADO REUNION DE SEGUIMIENTO DEL PROGRAMA ANUAL DGNA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-011C00999-N131-2013,,2013-08-26 19:09,2013-08-27 17:00,Nacional,Servicios,Adjudicación Directa Federal,,492183,REUNIÓN DE SEGUIMIENTO DEL PROGRAMA ANUAL DE TRABAJO Y AVANCES DEL PROGRAMA INSTITUCIONAL DE ACCIONES DE MEJORA DE LA DIRECCIÓN GENERAL DE EDUCACIÓN NORMAL Y ACTTUALIZACIÓN DEL MAGISTERIO,2013-08-29,2013-08-30,115476.72,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,"Viajes Premier, S.A.",Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=292968
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,443624,ADQUISICIÓN DE CARTUCHOS Y TINTAS PARA ESCUELAS NORMALES,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N130-2013,,,2013-08-23 00:00:00 GMT,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,486979,ADQUISICIÓN DE CARTUCHOS Y TINTAS PARA ESCUELAS NORMALES ,2013-08-28,2013-08-30,149497.24,MXN,Expirado,No,,,,,0,0,0,,Micro,PRODUCTOS Y SERVICIOS ISIMART SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=291845
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,442786,IMPRESIÓN DE 1000 CREDENCIALES DE IDENTIFICACIÓN PERSONAL,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N126-2013,,,2013-08-26 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,492085,IMPRESIÓN DE 1000 CREDENCIALES DE IDENTIFICACIÓN PERSONAL,2013-08-27,2013-09-10,25850,MXN,Expirado,No,,,,,0,0,0,,Micro,AETON SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=291276
