GOBIERNO,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,211546,ADQUISICIÓN DE MATERIAL DIDÁCTICO Y/O CAJA DE PATIO DE EDUCACIÓN FÍSICA ,01. Licitación Pública Nacional LAASSP,LA-011C00999-N3-2012,2012-07-30 00:00:00 GMT,2012-07-10 14:45,2012-07-25 10:00,Nacional,Adquisiciones,Licitación Pública,Mixta,216670,LOTE 2 PREESCOLAR,2012-08-14,2012-09-14,7757695,MXN,Expirado,No,,,,2012-08-14 00:00:00 GMT,0,0,0,,Pequeña,EDUCACION PARA EL FUTURO SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=131797
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213342,ADQUISICIÓN CONSOLIDADA DE UNIFORMES DEPORTIVOS Y ESCOLARES,01. Licitación Pública Nacional LAASSP,LA-011C00999-N4-2012,2012-08-02 00:00:00 GMT,2012-07-12 11:50,2012-07-30 10:00,Nacional,Adquisiciones,Licitación Pública,Mixta,218267,LOTE 1,2012-08-08,2012-10-30,1814414,MXN,Expirado,No,,,,,0,0,0,,Micro,COMERCIALIZADORA SEDARI SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=132909
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213342,ADQUISICIÓN CONSOLIDADA DE UNIFORMES DEPORTIVOS Y ESCOLARES,01. Licitación Pública Nacional LAASSP,LA-011C00999-N4-2012,2012-08-02 00:00:00 GMT,2012-07-12 11:50,2012-07-30 10:00,Nacional,Adquisiciones,Licitación Pública,Mixta,217608,LOTE 1,2012-08-08,2012-10-30,312516,MXN,Expirado,No,,,,,0,0,0,,Micro,UNIFORMES INDUSTRIALES COMANDO SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=132909
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213342,ADQUISICIÓN CONSOLIDADA DE UNIFORMES DEPORTIVOS Y ESCOLARES,01. Licitación Pública Nacional LAASSP,LA-011C00999-N4-2012,2012-08-02 00:00:00 GMT,2012-07-12 11:50,2012-07-30 10:00,Nacional,Adquisiciones,Licitación Pública,Mixta,217607,LOTE 2,2012-08-08,2012-10-30,296734.5,MXN,Expirado,No,,,,,0,0,0,,Micro,GRUPO EMPRESARIAL DZMUNDY SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=132909
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213342,ADQUISICIÓN CONSOLIDADA DE UNIFORMES DEPORTIVOS Y ESCOLARES,01. Licitación Pública Nacional LAASSP,LA-011C00999-N4-2012,2012-08-02 00:00:00 GMT,2012-07-12 11:50,2012-07-30 10:00,Nacional,Adquisiciones,Licitación Pública,Mixta,217606,LOTE 2,2012-08-08,2012-10-30,185760,MXN,Expirado,No,,,,,0,0,0,,Micro,COMERCIALIZADORA SEDARI SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=132909
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213342,ADQUISICIÓN CONSOLIDADA DE UNIFORMES DEPORTIVOS Y ESCOLARES,01. Licitación Pública Nacional LAASSP,LA-011C00999-N4-2012,2012-08-02 00:00:00 GMT,2012-07-12 11:50,2012-07-30 10:00,Nacional,Adquisiciones,Licitación Pública,Mixta,218264,LOTE 1,2012-08-08,2012-10-30,2712705,MXN,Expirado,No,,,,2012-08-21 00:00:00 GMT,0,0,0,,Pequeña,GRUPO EMPRESARIAL DZMUNDY SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=132909
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213379,CONTRATACIÓN DEL SERVICIO DE ARRENDAMIENTO DE EQUIPOS DE IMPRESIÓN (SAEI) ,01. Licitación Pública Nacional LAASSP,LA-011C00999-N5-2012,2012-08-07 00:00:00 GMT,2012-07-12 12:43,2012-08-03 10:00,Nacional,Servicios,Licitación Pública,Mixta,217587,ARRENDAMIENTO DE EQUIPOS DE IMPRESION,2012-08-07,2012-12-31,2883748.56,MXN,Expirado,No,,,,,0,0,0,,Pequeña,TED TECNOLOGIA EDITORIAL SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=132935
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,215026,"ADQUISICIÓN DE MEDICINAS, ACCESORIOS Y PRODUCTOS FARMACEUTICOS DE INTERNADOS ",04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N22-2012,2012-07-24 00:00:00 GMT,2012-07-13 19:56,2012-07-19 16:00,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,217101,LOTE 3 MEDICAMENTOS,2012-08-07,2012-08-27,167204.06,MXN,Expirado,No,,,,2012-08-07 00:00:00 GMT,0,0,0,,Pequeña,"PROYECTOS INTEGRALES SILMEN, S. DE R.L. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=140336
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,215026,"ADQUISICIÓN DE MEDICINAS, ACCESORIOS Y PRODUCTOS FARMACEUTICOS DE INTERNADOS ",04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N22-2012,2012-07-24 00:00:00 GMT,2012-07-13 19:56,2012-07-19 16:00,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,217070,LOTE 3 MATERIAL QUIRURGICO,2012-08-07,2012-08-27,95486.8,MXN,Expirado,No,,,,2012-08-07 00:00:00 GMT,0,0,0,,Pequeña,"PROYECTOS INTEGRALES SILMEN, S. DE R.L. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=140336
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,215026,"ADQUISICIÓN DE MEDICINAS, ACCESORIOS Y PRODUCTOS FARMACEUTICOS DE INTERNADOS ",04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N22-2012,2012-07-24 00:00:00 GMT,2012-07-13 19:56,2012-07-19 16:00,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,201407,LOTE 1 MEDICAMENTOS,2012-08-07,2012-08-27,671023.38,MXN,Expirado,No,,,,2012-08-07 00:00:00 GMT,0,0,0,,Pequeña,"PROYECTOS INTEGRALES SILMEN, S. DE R.L. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=140336
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,215026,"ADQUISICIÓN DE MEDICINAS, ACCESORIOS Y PRODUCTOS FARMACEUTICOS DE INTERNADOS ",04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N22-2012,2012-07-24 00:00:00 GMT,2012-07-13 19:56,2012-07-19 16:00,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,217005,"LOTE 2, MATERIALES, ACCESORIOS Y SUMINISTROS MÉDICOS",2012-08-07,2012-08-27,314622.87,MXN,Expirado,No,,,,2012-08-07 00:00:00 GMT,0,0,0,,Pequeña,"PROYECTOS INTEGRALES SILMEN, S. DE R.L. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=140336
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,219439,ADQUISICIÓN DE MATERIALES Y UTILES PARA EL PROCESAMIENTO EN EQUIPOS Y BIENES INF,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N32-2012,2012-07-30 00:00:00 GMT,2012-07-13 21:05,2012-07-25 15:00,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,218447,MATERIALES Y UTILES PARA EL PROCESAMIENTO EN EQUIPOS Y BIENES INFORMATICOS,2012-08-02,2012-09-30,2118130,MXN,Expirado,No,,,,,0,0,0,,Micro,KAVIK PROVEEDORES SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=146450
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,220016,ACTUALIZACION DE LOS LINEAMIENTOS DE OPERACION,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N38-2012,,,2012-07-19 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,207481,ACTUALIZACION DE LOS LINEAMIENTOS DE OPERACION,2012-08-01,2012-12-31,340000,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,LESLIE NORA SERNA HERNANDEZ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=136977
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,218815,ASESORIA DENOMINADA PRODUCCIÓN DE HERRAMIENTAS INFORMÁTICAS,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N30-2012,2012-07-24 00:00:00 GMT,2012-07-13 20:24,2012-07-18 15:00,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Mixta,198506,ASESORIA DENOMINADA PRODUCCIÓN DE HERRAMIENTAS INFORMÁTICAS PARA FORTALECER LAS COMPETENCIAS DIGITALES DE LOS DOCENTES DE EDUCACIÓN BÁSICA EN EL DISTRITO FEDERAL.,2012-08-01,2012-09-28,2415000,MXN,Expirado,No,,,,,0,0,1,,Micro,ULAN ADMINISTRACIÓN. S.C.,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=169698
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213573,CONTRATACIÓN DE SERVICIOS INFORMÁTICOS PARA LA REVISIÓN TÉCNICO PEDAGÓGICA ,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N8-2012,2012-07-20 00:00:00 GMT,2012-07-10 18:29,2012-07-17 10:00,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Mixta,204471,SERVICIOS INFORMATICOS PARA LA REVISION TECNICO PEDAGOGICA,2012-08-01,2012-09-28,530000,MXN,Expirado,No,,,,,0,0,0,,Micro,"INSTITUTO NACIONAL DE ASESORIA ESPECIALIZADA, S.C.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=133066
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,218815,ASESORIA DENOMINADA PRODUCCIÓN DE HERRAMIENTAS INFORMÁTICAS,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N30-2012,2012-07-24 00:00:00 GMT,2012-07-13 20:24,2012-07-18 15:00,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Mixta,198506,ASESORIA DENOMINADA PRODUCCIÓN DE HERRAMIENTAS INFORMÁTICAS PARA FORTALECER LAS COMPETENCIAS DIGITALES DE LOS DOCENTES DE EDUCACIÓN BÁSICA EN EL DISTRITO FEDERAL.,2012-08-01,2012-09-28,2415000,MXN,Expirado,No,,,,,0,0,1,,Micro,ULAN ADMINISTRACIÓN. S.C.,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=169698
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213455,"ADQUISICIÓN DE 3,400 MILLARES DE COMPROBANTES DE PERCEPCIONES Y DEDUCCIONES",04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N6-2012,2012-07-19 00:00:00 GMT,2012-07-09 18:45,2012-07-16 10:00,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,218414,COMPROBANTES DE PERCEPCIONES Y DEDUCCIONES,2012-07-25,2012-11-30,741200,MXN,Expirado,No,,,,,0,0,0,,Pequeña,COFORMEX SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=132975
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213714,SERVICIO DE MANTENIMIENTO Y RECARGA DE EXTINTORES,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N9-2012,2012-07-19 00:00:00 GMT,2012-07-09 13:43,2012-07-16 12:05,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Mixta,217309,MANTENIMIENTO Y RECARGA DE EXTINTORES,2012-07-24,2012-12-31,2554975,MXN,Expirado,No,,,,,0,0,0,,Pequeña,PROMEX EXTINTORES SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=133141
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,213897,"ADQUISICIÓN DE UTENSILIOS PARA EL SERVICIO DE ALIMENTACIÓN, PARA LOS INTERNADOS ",04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N13-2012,2012-07-20 00:00:00 GMT,2012-07-09 17:48,2012-07-17 14:00,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,217199,UTENSILIOS PARA EL SERVICIO DE ALIMENTACIÓN,2012-07-23,2012-08-15,603446.9,MXN,Expirado,No,,,,2012-08-03 00:00:00 GMT,0,0,0,,Pequeña,2MAS DESARROLLO S DE RL DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=133951
